,FID,geometry
142,142,"POLYGON ((106.7862063056824 48.00933852871193, 106.790697882103 48.00933852871193, 106.790697882103 48.00265279306786, 106.7862063056824 48.00265279306786, 106.7862063056824 48.00933852871193))"
143,143,"POLYGON ((106.7862063056824 48.00265279306786, 106.790697882103 48.00265279306786, 106.790697882103 47.99596705742379, 106.7862063056824 47.99596705742379, 106.7862063056824 48.00265279306786))"
144,144,"POLYGON ((106.7862063056824 47.99596705742379, 106.790697882103 47.99596705742379, 106.790697882103 47.98928132177972, 106.7862063056824 47.98928132177972, 106.7862063056824 47.99596705742379))"
145,145,"POLYGON ((106.7862063056824 47.98928132177972, 106.790697882103 47.98928132177972, 106.790697882103 47.98259558613565, 106.7862063056824 47.98259558613565, 106.7862063056824 47.98928132177972))"
146,146,"POLYGON ((106.7862063056824 47.98259558613565, 106.790697882103 47.98259558613565, 106.790697882103 47.97590985049158, 106.7862063056824 47.97590985049158, 106.7862063056824 47.98259558613565))"
147,147,"POLYGON ((106.7862063056824 47.97590985049158, 106.790697882103 47.97590985049158, 106.790697882103 47.96922411484751, 106.7862063056824 47.96922411484751, 106.7862063056824 47.97590985049158))"
148,148,"POLYGON ((106.7862063056824 47.96922411484751, 106.790697882103 47.96922411484751, 106.790697882103 47.96253837920344, 106.7862063056824 47.96253837920344, 106.7862063056824 47.96922411484751))"
149,149,"POLYGON ((106.7862063056824 47.96253837920344, 106.790697882103 47.96253837920344, 106.790697882103 47.95585264355937, 106.7862063056824 47.95585264355937, 106.7862063056824 47.96253837920344))"
150,150,"POLYGON ((106.7862063056824 47.95585264355937, 106.790697882103 47.95585264355937, 106.790697882103 47.94916690791531, 106.7862063056824 47.94916690791531, 106.7862063056824 47.95585264355937))"
151,151,"POLYGON ((106.7862063056824 47.94916690791531, 106.790697882103 47.94916690791531, 106.790697882103 47.94248117227124, 106.7862063056824 47.94248117227124, 106.7862063056824 47.94916690791531))"
152,152,"POLYGON ((106.7862063056824 47.94248117227124, 106.790697882103 47.94248117227124, 106.790697882103 47.93579543662717, 106.7862063056824 47.93579543662717, 106.7862063056824 47.94248117227124))"
153,153,"POLYGON ((106.7862063056824 47.93579543662717, 106.790697882103 47.93579543662717, 106.790697882103 47.9291097009831, 106.7862063056824 47.9291097009831, 106.7862063056824 47.93579543662717))"
154,154,"POLYGON ((106.7862063056824 47.9291097009831, 106.790697882103 47.9291097009831, 106.790697882103 47.92242396533903, 106.7862063056824 47.92242396533903, 106.7862063056824 47.9291097009831))"
155,155,"POLYGON ((106.7862063056824 47.92242396533903, 106.790697882103 47.92242396533903, 106.790697882103 47.91573822969496, 106.7862063056824 47.91573822969496, 106.7862063056824 47.92242396533903))"
156,156,"POLYGON ((106.7862063056824 47.91573822969496, 106.790697882103 47.91573822969496, 106.790697882103 47.90905249405089, 106.7862063056824 47.90905249405089, 106.7862063056824 47.91573822969496))"
157,157,"POLYGON ((106.7862063056824 47.90905249405089, 106.790697882103 47.90905249405089, 106.790697882103 47.90236675840682, 106.7862063056824 47.90236675840682, 106.7862063056824 47.90905249405089))"
158,158,"POLYGON ((106.7862063056824 47.90236675840682, 106.790697882103 47.90236675840682, 106.790697882103 47.89568102276275, 106.7862063056824 47.89568102276275, 106.7862063056824 47.90236675840682))"
159,159,"POLYGON ((106.7862063056824 47.89568102276275, 106.790697882103 47.89568102276275, 106.790697882103 47.88899528711868, 106.7862063056824 47.88899528711868, 106.7862063056824 47.89568102276275))"
160,160,"POLYGON ((106.7862063056824 47.88899528711868, 106.790697882103 47.88899528711868, 106.790697882103 47.88230955147461, 106.7862063056824 47.88230955147461, 106.7862063056824 47.88899528711868))"
161,161,"POLYGON ((106.7862063056824 47.88230955147461, 106.790697882103 47.88230955147461, 106.790697882103 47.87562381583054, 106.7862063056824 47.87562381583054, 106.7862063056824 47.88230955147461))"
162,162,"POLYGON ((106.7862063056824 47.87562381583054, 106.790697882103 47.87562381583054, 106.790697882103 47.86893808018647, 106.7862063056824 47.86893808018647, 106.7862063056824 47.87562381583054))"
163,163,"POLYGON ((106.7862063056824 47.86893808018647, 106.790697882103 47.86893808018647, 106.790697882103 47.86225234454241, 106.7862063056824 47.86225234454241, 106.7862063056824 47.86893808018647))"
164,164,"POLYGON ((106.7862063056824 47.86225234454241, 106.790697882103 47.86225234454241, 106.790697882103 47.85556660889834, 106.7862063056824 47.85556660889834, 106.7862063056824 47.86225234454241))"
165,165,"POLYGON ((106.7862063056824 47.85556660889834, 106.790697882103 47.85556660889834, 106.790697882103 47.84888087325427, 106.7862063056824 47.84888087325427, 106.7862063056824 47.85556660889834))"
166,166,"POLYGON ((106.7862063056824 47.84888087325427, 106.790697882103 47.84888087325427, 106.790697882103 47.8421951376102, 106.7862063056824 47.8421951376102, 106.7862063056824 47.84888087325427))"
167,167,"POLYGON ((106.7862063056824 47.8421951376102, 106.790697882103 47.8421951376102, 106.790697882103 47.83550940196613, 106.7862063056824 47.83550940196613, 106.7862063056824 47.8421951376102))"
168,168,"POLYGON ((106.7862063056824 47.83550940196613, 106.790697882103 47.83550940196613, 106.790697882103 47.82882366632206, 106.7862063056824 47.82882366632206, 106.7862063056824 47.83550940196613))"
169,169,"POLYGON ((106.7862063056824 47.82882366632206, 106.790697882103 47.82882366632206, 106.790697882103 47.82213793067799, 106.7862063056824 47.82213793067799, 106.7862063056824 47.82882366632206))"
170,170,"POLYGON ((106.7862063056824 47.82213793067799, 106.790697882103 47.82213793067799, 106.790697882103 47.81545219503392, 106.7862063056824 47.81545219503392, 106.7862063056824 47.82213793067799))"
171,171,"POLYGON ((106.7862063056824 47.81545219503392, 106.790697882103 47.81545219503392, 106.790697882103 47.80876645938985, 106.7862063056824 47.80876645938985, 106.7862063056824 47.81545219503392))"
172,172,"POLYGON ((106.7862063056824 47.80876645938985, 106.790697882103 47.80876645938985, 106.790697882103 47.80208072374578, 106.7862063056824 47.80208072374578, 106.7862063056824 47.80876645938985))"
173,173,"POLYGON ((106.7862063056824 47.80208072374578, 106.790697882103 47.80208072374578, 106.790697882103 47.79539498810171, 106.7862063056824 47.79539498810171, 106.7862063056824 47.80208072374578))"
174,174,"POLYGON ((106.7862063056824 47.79539498810171, 106.790697882103 47.79539498810171, 106.790697882103 47.78870925245764, 106.7862063056824 47.78870925245764, 106.7862063056824 47.79539498810171))"
175,175,"POLYGON ((106.790697882103 48.02271000000007, 106.7951894585236 48.02271000000007, 106.7951894585236 48.016024264356, 106.790697882103 48.016024264356, 106.790697882103 48.02271000000007))"
176,176,"POLYGON ((106.790697882103 48.016024264356, 106.7951894585236 48.016024264356, 106.7951894585236 48.00933852871193, 106.790697882103 48.00933852871193, 106.790697882103 48.016024264356))"
177,177,"POLYGON ((106.790697882103 48.00933852871193, 106.7951894585236 48.00933852871193, 106.7951894585236 48.00265279306786, 106.790697882103 48.00265279306786, 106.790697882103 48.00933852871193))"
178,178,"POLYGON ((106.790697882103 48.00265279306786, 106.7951894585236 48.00265279306786, 106.7951894585236 47.99596705742379, 106.790697882103 47.99596705742379, 106.790697882103 48.00265279306786))"
179,179,"POLYGON ((106.790697882103 47.99596705742379, 106.7951894585236 47.99596705742379, 106.7951894585236 47.98928132177972, 106.790697882103 47.98928132177972, 106.790697882103 47.99596705742379))"
180,180,"POLYGON ((106.790697882103 47.98928132177972, 106.7951894585236 47.98928132177972, 106.7951894585236 47.98259558613565, 106.790697882103 47.98259558613565, 106.790697882103 47.98928132177972))"
181,181,"POLYGON ((106.790697882103 47.98259558613565, 106.7951894585236 47.98259558613565, 106.7951894585236 47.97590985049158, 106.790697882103 47.97590985049158, 106.790697882103 47.98259558613565))"
182,182,"POLYGON ((106.790697882103 47.97590985049158, 106.7951894585236 47.97590985049158, 106.7951894585236 47.96922411484751, 106.790697882103 47.96922411484751, 106.790697882103 47.97590985049158))"
183,183,"POLYGON ((106.790697882103 47.96922411484751, 106.7951894585236 47.96922411484751, 106.7951894585236 47.96253837920344, 106.790697882103 47.96253837920344, 106.790697882103 47.96922411484751))"
184,184,"POLYGON ((106.790697882103 47.96253837920344, 106.7951894585236 47.96253837920344, 106.7951894585236 47.95585264355937, 106.790697882103 47.95585264355937, 106.790697882103 47.96253837920344))"
185,185,"POLYGON ((106.790697882103 47.95585264355937, 106.7951894585236 47.95585264355937, 106.7951894585236 47.94916690791531, 106.790697882103 47.94916690791531, 106.790697882103 47.95585264355937))"
186,186,"POLYGON ((106.790697882103 47.94916690791531, 106.7951894585236 47.94916690791531, 106.7951894585236 47.94248117227124, 106.790697882103 47.94248117227124, 106.790697882103 47.94916690791531))"
187,187,"POLYGON ((106.790697882103 47.94248117227124, 106.7951894585236 47.94248117227124, 106.7951894585236 47.93579543662717, 106.790697882103 47.93579543662717, 106.790697882103 47.94248117227124))"
188,188,"POLYGON ((106.790697882103 47.93579543662717, 106.7951894585236 47.93579543662717, 106.7951894585236 47.9291097009831, 106.790697882103 47.9291097009831, 106.790697882103 47.93579543662717))"
189,189,"POLYGON ((106.790697882103 47.9291097009831, 106.7951894585236 47.9291097009831, 106.7951894585236 47.92242396533903, 106.790697882103 47.92242396533903, 106.790697882103 47.9291097009831))"
190,190,"POLYGON ((106.790697882103 47.92242396533903, 106.7951894585236 47.92242396533903, 106.7951894585236 47.91573822969496, 106.790697882103 47.91573822969496, 106.790697882103 47.92242396533903))"
191,191,"POLYGON ((106.790697882103 47.91573822969496, 106.7951894585236 47.91573822969496, 106.7951894585236 47.90905249405089, 106.790697882103 47.90905249405089, 106.790697882103 47.91573822969496))"
192,192,"POLYGON ((106.790697882103 47.90905249405089, 106.7951894585236 47.90905249405089, 106.7951894585236 47.90236675840682, 106.790697882103 47.90236675840682, 106.790697882103 47.90905249405089))"
193,193,"POLYGON ((106.790697882103 47.90236675840682, 106.7951894585236 47.90236675840682, 106.7951894585236 47.89568102276275, 106.790697882103 47.89568102276275, 106.790697882103 47.90236675840682))"
194,194,"POLYGON ((106.790697882103 47.89568102276275, 106.7951894585236 47.89568102276275, 106.7951894585236 47.88899528711868, 106.790697882103 47.88899528711868, 106.790697882103 47.89568102276275))"
195,195,"POLYGON ((106.790697882103 47.88899528711868, 106.7951894585236 47.88899528711868, 106.7951894585236 47.88230955147461, 106.790697882103 47.88230955147461, 106.790697882103 47.88899528711868))"
196,196,"POLYGON ((106.790697882103 47.88230955147461, 106.7951894585236 47.88230955147461, 106.7951894585236 47.87562381583054, 106.790697882103 47.87562381583054, 106.790697882103 47.88230955147461))"
197,197,"POLYGON ((106.790697882103 47.87562381583054, 106.7951894585236 47.87562381583054, 106.7951894585236 47.86893808018647, 106.790697882103 47.86893808018647, 106.790697882103 47.87562381583054))"
198,198,"POLYGON ((106.790697882103 47.86893808018647, 106.7951894585236 47.86893808018647, 106.7951894585236 47.86225234454241, 106.790697882103 47.86225234454241, 106.790697882103 47.86893808018647))"
199,199,"POLYGON ((106.790697882103 47.86225234454241, 106.7951894585236 47.86225234454241, 106.7951894585236 47.85556660889834, 106.790697882103 47.85556660889834, 106.790697882103 47.86225234454241))"
200,200,"POLYGON ((106.790697882103 47.85556660889834, 106.7951894585236 47.85556660889834, 106.7951894585236 47.84888087325427, 106.790697882103 47.84888087325427, 106.790697882103 47.85556660889834))"
201,201,"POLYGON ((106.790697882103 47.84888087325427, 106.7951894585236 47.84888087325427, 106.7951894585236 47.8421951376102, 106.790697882103 47.8421951376102, 106.790697882103 47.84888087325427))"
202,202,"POLYGON ((106.790697882103 47.8421951376102, 106.7951894585236 47.8421951376102, 106.7951894585236 47.83550940196613, 106.790697882103 47.83550940196613, 106.790697882103 47.8421951376102))"
203,203,"POLYGON ((106.790697882103 47.83550940196613, 106.7951894585236 47.83550940196613, 106.7951894585236 47.82882366632206, 106.790697882103 47.82882366632206, 106.790697882103 47.83550940196613))"
204,204,"POLYGON ((106.790697882103 47.82882366632206, 106.7951894585236 47.82882366632206, 106.7951894585236 47.82213793067799, 106.790697882103 47.82213793067799, 106.790697882103 47.82882366632206))"
205,205,"POLYGON ((106.790697882103 47.82213793067799, 106.7951894585236 47.82213793067799, 106.7951894585236 47.81545219503392, 106.790697882103 47.81545219503392, 106.790697882103 47.82213793067799))"
206,206,"POLYGON ((106.790697882103 47.81545219503392, 106.7951894585236 47.81545219503392, 106.7951894585236 47.80876645938985, 106.790697882103 47.80876645938985, 106.790697882103 47.81545219503392))"
207,207,"POLYGON ((106.790697882103 47.80876645938985, 106.7951894585236 47.80876645938985, 106.7951894585236 47.80208072374578, 106.790697882103 47.80208072374578, 106.790697882103 47.80876645938985))"
208,208,"POLYGON ((106.790697882103 47.80208072374578, 106.7951894585236 47.80208072374578, 106.7951894585236 47.79539498810171, 106.790697882103 47.79539498810171, 106.790697882103 47.80208072374578))"
209,209,"POLYGON ((106.790697882103 47.79539498810171, 106.7951894585236 47.79539498810171, 106.7951894585236 47.78870925245764, 106.790697882103 47.78870925245764, 106.790697882103 47.79539498810171))"
210,210,"POLYGON ((106.7951894585236 48.02271000000007, 106.7996810349442 48.02271000000007, 106.7996810349442 48.016024264356, 106.7951894585236 48.016024264356, 106.7951894585236 48.02271000000007))"
211,211,"POLYGON ((106.7951894585236 48.016024264356, 106.7996810349442 48.016024264356, 106.7996810349442 48.00933852871193, 106.7951894585236 48.00933852871193, 106.7951894585236 48.016024264356))"
212,212,"POLYGON ((106.7951894585236 48.00933852871193, 106.7996810349442 48.00933852871193, 106.7996810349442 48.00265279306786, 106.7951894585236 48.00265279306786, 106.7951894585236 48.00933852871193))"
213,213,"POLYGON ((106.7951894585236 48.00265279306786, 106.7996810349442 48.00265279306786, 106.7996810349442 47.99596705742379, 106.7951894585236 47.99596705742379, 106.7951894585236 48.00265279306786))"
214,214,"POLYGON ((106.7951894585236 47.99596705742379, 106.7996810349442 47.99596705742379, 106.7996810349442 47.98928132177972, 106.7951894585236 47.98928132177972, 106.7951894585236 47.99596705742379))"
215,215,"POLYGON ((106.7951894585236 47.98928132177972, 106.7996810349442 47.98928132177972, 106.7996810349442 47.98259558613565, 106.7951894585236 47.98259558613565, 106.7951894585236 47.98928132177972))"
216,216,"POLYGON ((106.7951894585236 47.98259558613565, 106.7996810349442 47.98259558613565, 106.7996810349442 47.97590985049158, 106.7951894585236 47.97590985049158, 106.7951894585236 47.98259558613565))"
217,217,"POLYGON ((106.7951894585236 47.97590985049158, 106.7996810349442 47.97590985049158, 106.7996810349442 47.96922411484751, 106.7951894585236 47.96922411484751, 106.7951894585236 47.97590985049158))"
218,218,"POLYGON ((106.7951894585236 47.96922411484751, 106.7996810349442 47.96922411484751, 106.7996810349442 47.96253837920344, 106.7951894585236 47.96253837920344, 106.7951894585236 47.96922411484751))"
219,219,"POLYGON ((106.7951894585236 47.96253837920344, 106.7996810349442 47.96253837920344, 106.7996810349442 47.95585264355937, 106.7951894585236 47.95585264355937, 106.7951894585236 47.96253837920344))"
220,220,"POLYGON ((106.7951894585236 47.95585264355937, 106.7996810349442 47.95585264355937, 106.7996810349442 47.94916690791531, 106.7951894585236 47.94916690791531, 106.7951894585236 47.95585264355937))"
